id,name,score1,score2
4663,Student_4663,85,91
4664,Student_4664,92,76
4665,Student_4665,96,63
4666,Student_4666,68,81
4667,Student_4667,63,76
4668,Student_4668,56,92
4669,Student_4669,88,86
4670,Student_4670,71,87
4671,Student_4671,82,57
4672,Student_4672,90,76
4673,Student_4673,96,50
4674,Student_4674,97,65
4675,Student_4675,75,65
4676,Student_4676,78,52
4677,Student_4677,65,99
4678,Student_4678,57,70
4679,Student_4679,67,67
4680,Student_4680,85,95
4681,Student_4681,90,50
4682,Student_4682,50,52
4683,Student_4683,82,68
4684,Student_4684,74,79
4685,Student_4685,89,66
4686,Student_4686,59,91
4687,Student_4687,50,97
4688,Student_4688,74,77
4689,Student_4689,65,63
4690,Student_4690,97,62
4691,Student_4691,68,62
4692,Student_4692,58,61
4693,Student_4693,76,56
4694,Student_4694,86,91
4695,Student_4695,81,100
4696,Student_4696,76,89
4697,Student_4697,50,61
4698,Student_4698,66,52
4699,Student_4699,53,82
4700,Student_4700,59,66
4701,Student_4701,52,60
4702,Student_4702,77,57
4703,Student_4703,99,55
4704,Student_4704,90,95
4705,Student_4705,99,63
4706,Student_4706,70,100
4707,Student_4707,99,50
4708,Student_4708,71,61
4709,Student_4709,66,85
4710,Student_4710,97,55
4711,Student_4711,88,56
4712,Student_4712,90,52
4713,Student_4713,63,57
4714,Student_4714,64,81
4715,Student_4715,87,64
4716,Student_4716,52,96
4717,Student_4717,51,61
4718,Student_4718,86,86
4719,Student_4719,69,70
4720,Student_4720,66,90
4721,Student_4721,50,63
4722,Student_4722,53,68
4723,Student_4723,77,61
4724,Student_4724,68,89
4725,Student_4725,62,91
4726,Student_4726,98,85
4727,Student_4727,57,99
4728,Student_4728,99,100
4729,Student_4729,72,94
4730,Student_4730,73,83
4731,Student_4731,59,56
4732,Student_4732,96,86
4733,Student_4733,60,53
4734,Student_4734,98,91
4735,Student_4735,78,67
4736,Student_4736,91,80
4737,Student_4737,67,84
4738,Student_4738,68,67
4739,Student_4739,58,68
4740,Student_4740,78,62
4741,Student_4741,96,78
4742,Student_4742,79,93
4743,Student_4743,73,65
4744,Student_4744,77,100
4745,Student_4745,59,88
4746,Student_4746,96,57
4747,Student_4747,94,56
4748,Student_4748,51,80
4749,Student_4749,78,79
4750,Student_4750,97,75
4751,Student_4751,72,83
4752,Student_4752,87,71
4753,Student_4753,91,66
4754,Student_4754,86,72
4755,Student_4755,59,93
4756,Student_4756,81,60
4757,Student_4757,79,82
4758,Student_4758,81,73
4759,Student_4759,76,89
4760,Student_4760,91,66
4761,Student_4761,68,99
4762,Student_4762,88,76
4763,Student_4763,76,67
4764,Student_4764,69,84
4765,Student_4765,96,86
4766,Student_4766,87,59
4767,Student_4767,99,99
4768,Student_4768,65,59
4769,Student_4769,68,89
4770,Student_4770,93,69
4771,Student_4771,66,97
4772,Student_4772,79,91
4773,Student_4773,58,92
4774,Student_4774,86,64
4775,Student_4775,50,82
4776,Student_4776,84,94
4777,Student_4777,79,52
4778,Student_4778,88,50
4779,Student_4779,68,61
4780,Student_4780,72,81
4781,Student_4781,66,95
4782,Student_4782,95,66
4783,Student_4783,79,74
4784,Student_4784,74,84
4785,Student_4785,77,54
4786,Student_4786,77,90
4787,Student_4787,92,93
4788,Student_4788,100,86
4789,Student_4789,71,86
4790,Student_4790,58,86
4791,Student_4791,91,81
4792,Student_4792,60,66
4793,Student_4793,84,98
4794,Student_4794,86,82
4795,Student_4795,62,80
4796,Student_4796,80,85
4797,Student_4797,97,50
4798,Student_4798,94,77
4799,Student_4799,84,89
4800,Student_4800,86,79
4801,Student_4801,62,67
4802,Student_4802,64,62
4803,Student_4803,66,62
4804,Student_4804,80,92
4805,Student_4805,85,62
4806,Student_4806,77,56
4807,Student_4807,65,73
4808,Student_4808,65,54
4809,Student_4809,82,91
4810,Student_4810,71,69
4811,Student_4811,94,78
4812,Student_4812,52,57
4813,Student_4813,71,80
4814,Student_4814,68,69
4815,Student_4815,55,96
4816,Student_4816,88,100
4817,Student_4817,62,74
4818,Student_4818,50,66
4819,Student_4819,92,81
4820,Student_4820,89,74
4821,Student_4821,85,85
4822,Student_4822,53,83
4823,Student_4823,94,52
4824,Student_4824,93,76
4825,Student_4825,55,52
4826,Student_4826,93,52
4827,Student_4827,72,51
4828,Student_4828,86,89
4829,Student_4829,54,68
4830,Student_4830,95,71
4831,Student_4831,92,92
4832,Student_4832,57,95
4833,Student_4833,61,53
4834,Student_4834,71,53
4835,Student_4835,60,85
4836,Student_4836,57,89
4837,Student_4837,99,86
4838,Student_4838,79,81
4839,Student_4839,62,71
4840,Student_4840,90,73
4841,Student_4841,65,57
4842,Student_4842,57,91
4843,Student_4843,67,59
4844,Student_4844,99,96
4845,Student_4845,72,97
4846,Student_4846,72,95
4847,Student_4847,100,69
4848,Student_4848,92,94
4849,Student_4849,89,69
4850,Student_4850,95,71
4851,Student_4851,100,51
4852,Student_4852,53,71
4853,Student_4853,95,80
4854,Student_4854,92,72
4855,Student_4855,50,76
4856,Student_4856,57,78
4857,Student_4857,68,85
4858,Student_4858,74,58
4859,Student_4859,57,66
4860,Student_4860,62,93
4861,Student_4861,84,64
4862,Student_4862,74,64
4863,Student_4863,59,96
4864,Student_4864,60,63
4865,Student_4865,87,52
4866,Student_4866,74,54
4867,Student_4867,92,97
4868,Student_4868,53,79
4869,Student_4869,98,58
4870,Student_4870,93,97
4871,Student_4871,73,76
4872,Student_4872,66,55
4873,Student_4873,73,61
4874,Student_4874,76,52
4875,Student_4875,63,89
4876,Student_4876,93,80
4877,Student_4877,83,85
4878,Student_4878,65,52
4879,Student_4879,55,82
4880,Student_4880,61,58
4881,Student_4881,56,86
4882,Student_4882,68,66
4883,Student_4883,62,55
4884,Student_4884,79,81
4885,Student_4885,80,64
4886,Student_4886,68,58
4887,Student_4887,91,75
4888,Student_4888,92,79
4889,Student_4889,59,54
4890,Student_4890,79,91
4891,Student_4891,58,71
4892,Student_4892,60,99
4893,Student_4893,93,76
4894,Student_4894,92,67
4895,Student_4895,61,56
4896,Student_4896,67,82
4897,Student_4897,78,65
4898,Student_4898,55,56
4899,Student_4899,74,85
4900,Student_4900,74,60
4901,Student_4901,70,82
4902,Student_4902,60,60
4903,Student_4903,72,79
4904,Student_4904,63,51
4905,Student_4905,52,62
4906,Student_4906,51,68
4907,Student_4907,84,51
4908,Student_4908,52,96
4909,Student_4909,55,71
4910,Student_4910,60,52
4911,Student_4911,50,100
4912,Student_4912,77,69
4913,Student_4913,82,97
4914,Student_4914,57,84
4915,Student_4915,50,83
4916,Student_4916,100,99
4917,Student_4917,84,80
4918,Student_4918,73,92
4919,Student_4919,56,70
4920,Student_4920,99,82
4921,Student_4921,82,61
4922,Student_4922,68,78
4923,Student_4923,70,98
4924,Student_4924,92,63
4925,Student_4925,94,62
4926,Student_4926,92,81
4927,Student_4927,75,74
4928,Student_4928,65,54
4929,Student_4929,50,60
4930,Student_4930,58,93
4931,Student_4931,78,79
4932,Student_4932,83,75
4933,Student_4933,100,81
4934,Student_4934,92,75
4935,Student_4935,57,64
4936,Student_4936,61,51
4937,Student_4937,70,96
4938,Student_4938,70,84
4939,Student_4939,96,50
4940,Student_4940,95,95
4941,Student_4941,54,71
4942,Student_4942,51,66
4943,Student_4943,84,50
4944,Student_4944,91,73
4945,Student_4945,82,96
4946,Student_4946,62,99
4947,Student_4947,82,66
4948,Student_4948,64,99
4949,Student_4949,89,86
4950,Student_4950,98,58
4951,Student_4951,84,95
4952,Student_4952,71,81
4953,Student_4953,56,83
4954,Student_4954,84,88
4955,Student_4955,82,90
4956,Student_4956,73,70
4957,Student_4957,51,54
4958,Student_4958,69,63
4959,Student_4959,58,69
4960,Student_4960,91,75
4961,Student_4961,75,56
4962,Student_4962,91,82
4963,Student_4963,93,90
4964,Student_4964,68,80
4965,Student_4965,72,67
4966,Student_4966,96,92
4967,Student_4967,83,62
4968,Student_4968,94,73
4969,Student_4969,66,75
4970,Student_4970,50,62
4971,Student_4971,96,92
4972,Student_4972,62,87
4973,Student_4973,57,93
4974,Student_4974,98,66
4975,Student_4975,81,52
4976,Student_4976,54,85
4977,Student_4977,100,63
4978,Student_4978,100,79
4979,Student_4979,95,50
4980,Student_4980,68,57
4981,Student_4981,65,60
4982,Student_4982,58,75
4983,Student_4983,75,78
4984,Student_4984,68,90
4985,Student_4985,78,64
4986,Student_4986,51,59
4987,Student_4987,58,100
4988,Student_4988,81,77
4989,Student_4989,93,63
4990,Student_4990,74,89
4991,Student_4991,99,80
4992,Student_4992,66,63
4993,Student_4993,50,76
4994,Student_4994,86,92
4995,Student_4995,62,84
4996,Student_4996,97,96
4997,Student_4997,75,66
4998,Student_4998,93,59
4999,Student_4999,93,58
5000,Student_5000,83,68
5001,Student_5001,98,75
5002,Student_5002,92,58
5003,Student_5003,63,89
5004,Student_5004,54,65
5005,Student_5005,53,64
5006,Student_5006,99,70
5007,Student_5007,79,62
5008,Student_5008,62,76
5009,Student_5009,69,81
5010,Student_5010,79,98
5011,Student_5011,69,75
5012,Student_5012,76,99
5013,Student_5013,56,55
5014,Student_5014,67,72
5015,Student_5015,76,88
5016,Student_5016,79,50
5017,Student_5017,89,76
5018,Student_5018,70,97
5019,Student_5019,50,50
5020,Student_5020,64,75
5021,Student_5021,54,54
5022,Student_5022,59,50
5023,Student_5023,74,56
5024,Student_5024,81,90
5025,Student_5025,83,70
5026,Student_5026,77,72
5027,Student_5027,78,88
5028,Student_5028,92,66
5029,Student_5029,56,82
5030,Student_5030,75,87
5031,Student_5031,54,70
5032,Student_5032,70,62
5033,Student_5033,100,62
5034,Student_5034,58,100
5035,Student_5035,98,88
5036,Student_5036,60,68
5037,Student_5037,52,78
5038,Student_5038,62,63
5039,Student_5039,73,61
5040,Student_5040,75,66
5041,Student_5041,65,91
5042,Student_5042,52,88
5043,Student_5043,88,52
5044,Student_5044,65,57
5045,Student_5045,59,85
5046,Student_5046,80,69
5047,Student_5047,59,76
5048,Student_5048,87,83
5049,Student_5049,52,75
5050,Student_5050,79,78
5051,Student_5051,59,62
5052,Student_5052,99,62
5053,Student_5053,78,58
5054,Student_5054,82,70
5055,Student_5055,96,79
5056,Student_5056,96,79
5057,Student_5057,71,61
5058,Student_5058,54,69
5059,Student_5059,81,87
5060,Student_5060,72,97
5061,Student_5061,93,54
5062,Student_5062,88,53
5063,Student_5063,65,78
5064,Student_5064,57,68
5065,Student_5065,96,95
5066,Student_5066,58,77
5067,Student_5067,67,63
5068,Student_5068,51,79
5069,Student_5069,89,79
5070,Student_5070,61,61
5071,Student_5071,94,73
5072,Student_5072,82,52
5073,Student_5073,60,70
5074,Student_5074,93,98
5075,Student_5075,55,65
5076,Student_5076,84,57
5077,Student_5077,70,54
5078,Student_5078,67,84
5079,Student_5079,72,89
5080,Student_5080,58,83
5081,Student_5081,80,60
5082,Student_5082,87,91
5083,Student_5083,50,91
5084,Student_5084,74,79
5085,Student_5085,63,65
5086,Student_5086,74,86
5087,Student_5087,50,94
5088,Student_5088,100,91
5089,Student_5089,71,85
5090,Student_5090,91,88
5091,Student_5091,58,73
5092,Student_5092,96,73
5093,Student_5093,66,87
5094,Student_5094,84,70
5095,Student_5095,80,68
5096,Student_5096,55,62
5097,Student_5097,56,76
5098,Student_5098,70,73
5099,Student_5099,91,88
5100,Student_5100,75,66
5101,Student_5101,98,53
5102,Student_5102,100,76
5103,Student_5103,58,56
5104,Student_5104,81,91
5105,Student_5105,59,95
5106,Student_5106,71,97
5107,Student_5107,54,53
5108,Student_5108,79,75
5109,Student_5109,67,59
5110,Student_5110,51,88
5111,Student_5111,87,96
5112,Student_5112,97,93
5113,Student_5113,63,89
5114,Student_5114,54,62
5115,Student_5115,54,97
5116,Student_5116,81,99
5117,Student_5117,67,57
5118,Student_5118,94,89
5119,Student_5119,66,50
5120,Student_5120,64,64
5121,Student_5121,60,51
5122,Student_5122,86,71
5123,Student_5123,73,52
5124,Student_5124,72,53
5125,Student_5125,74,61
5126,Student_5126,98,72
5127,Student_5127,56,78
5128,Student_5128,88,75
5129,Student_5129,100,67
5130,Student_5130,79,83
5131,Student_5131,80,68
5132,Student_5132,77,96
5133,Student_5133,86,72
5134,Student_5134,94,73
5135,Student_5135,83,92
5136,Student_5136,56,64
5137,Student_5137,75,89
5138,Student_5138,84,53
5139,Student_5139,51,90
5140,Student_5140,86,90
5141,Student_5141,86,67
5142,Student_5142,100,97
5143,Student_5143,79,70
5144,Student_5144,73,67
5145,Student_5145,67,90
5146,Student_5146,81,53
5147,Student_5147,65,83
5148,Student_5148,98,88
5149,Student_5149,97,62
5150,Student_5150,60,87
5151,Student_5151,90,98
5152,Student_5152,69,61
5153,Student_5153,97,55
5154,Student_5154,71,56
5155,Student_5155,54,53
5156,Student_5156,82,82
5157,Student_5157,61,74
5158,Student_5158,62,97
5159,Student_5159,78,54
5160,Student_5160,80,55
5161,Student_5161,76,68
5162,Student_5162,57,61
5163,Student_5163,72,53
5164,Student_5164,88,51
5165,Student_5165,53,60
5166,Student_5166,99,57
5167,Student_5167,58,79
5168,Student_5168,94,78
5169,Student_5169,69,91
5170,Student_5170,51,53
5171,Student_5171,73,94
5172,Student_5172,83,85
5173,Student_5173,90,100
5174,Student_5174,64,50
5175,Student_5175,54,95
5176,Student_5176,64,54
5177,Student_5177,75,76
5178,Student_5178,51,64
5179,Student_5179,63,71
5180,Student_5180,53,56
5181,Student_5181,83,87
5182,Student_5182,87,55
5183,Student_5183,92,83
5184,Student_5184,77,99
5185,Student_5185,78,71
5186,Student_5186,82,89
5187,Student_5187,86,74
5188,Student_5188,60,81
5189,Student_5189,63,98
5190,Student_5190,83,57
5191,Student_5191,62,53
5192,Student_5192,85,99
5193,Student_5193,74,68
5194,Student_5194,60,82
5195,Student_5195,76,73
5196,Student_5196,69,90
5197,Student_5197,77,91
5198,Student_5198,68,85
5199,Student_5199,66,88
5200,Student_5200,94,68
5201,Student_5201,70,54
5202,Student_5202,86,89
5203,Student_5203,78,82
5204,Student_5204,96,89
5205,Student_5205,65,75
5206,Student_5206,88,86
5207,Student_5207,55,56
5208,Student_5208,79,98
5209,Student_5209,92,86
5210,Student_5210,83,55
5211,Student_5211,92,84
5212,Student_5212,76,50
5213,Student_5213,51,98
5214,Student_5214,56,70
5215,Student_5215,69,60
5216,Student_5216,81,66
5217,Student_5217,56,81
5218,Student_5218,65,67
5219,Student_5219,74,53
5220,Student_5220,81,92
5221,Student_5221,57,57
5222,Student_5222,66,94
5223,Student_5223,67,50
5224,Student_5224,69,98
5225,Student_5225,65,93
5226,Student_5226,86,95
5227,Student_5227,93,86
5228,Student_5228,60,50
5229,Student_5229,77,50
5230,Student_5230,67,61
5231,Student_5231,73,51
5232,Student_5232,73,73
5233,Student_5233,58,100
5234,Student_5234,63,58
5235,Student_5235,95,53
5236,Student_5236,50,76
5237,Student_5237,73,94
5238,Student_5238,85,62
5239,Student_5239,73,98
5240,Student_5240,80,65
5241,Student_5241,58,81
5242,Student_5242,100,64
5243,Student_5243,60,96
5244,Student_5244,55,50
5245,Student_5245,82,69
5246,Student_5246,67,63
5247,Student_5247,58,79
5248,Student_5248,54,59
5249,Student_5249,64,75
5250,Student_5250,89,58
5251,Student_5251,72,69
5252,Student_5252,95,62
5253,Student_5253,50,81
5254,Student_5254,98,76
5255,Student_5255,90,80
5256,Student_5256,68,98
5257,Student_5257,100,72
5258,Student_5258,73,57
5259,Student_5259,87,81
5260,Student_5260,71,77
5261,Student_5261,87,50
5262,Student_5262,68,59
5263,Student_5263,62,99
5264,Student_5264,66,74
5265,Student_5265,67,52
5266,Student_5266,79,100
5267,Student_5267,89,60
5268,Student_5268,75,51
5269,Student_5269,74,66
5270,Student_5270,84,52
5271,Student_5271,78,61
5272,Student_5272,51,79
5273,Student_5273,86,94
5274,Student_5274,93,60
5275,Student_5275,91,72
5276,Student_5276,87,100
5277,Student_5277,95,72
5278,Student_5278,67,73
5279,Student_5279,84,83
5280,Student_5280,60,75
5281,Student_5281,82,94
5282,Student_5282,54,74
5283,Student_5283,100,76
5284,Student_5284,90,69
5285,Student_5285,68,69
5286,Student_5286,66,62
5287,Student_5287,83,70
5288,Student_5288,91,67
5289,Student_5289,97,58
5290,Student_5290,85,56
5291,Student_5291,76,85
5292,Student_5292,57,60
5293,Student_5293,53,86
5294,Student_5294,90,98
5295,Student_5295,68,65
5296,Student_5296,65,78
5297,Student_5297,79,91
5298,Student_5298,66,87
5299,Student_5299,65,73
5300,Student_5300,59,75
5301,Student_5301,93,99
5302,Student_5302,50,97
5303,Student_5303,64,100
5304,Student_5304,77,100
5305,Student_5305,84,73
5306,Student_5306,84,74
5307,Student_5307,59,88
5308,Student_5308,78,97
5309,Student_5309,58,89
5310,Student_5310,57,85
5311,Student_5311,58,83
5312,Student_5312,61,91
5313,Student_5313,76,71
5314,Student_5314,56,98
5315,Student_5315,57,56
5316,Student_5316,87,93
5317,Student_5317,79,64
5318,Student_5318,72,54
5319,Student_5319,69,81
5320,Student_5320,53,94
5321,Student_5321,70,50
5322,Student_5322,97,88
5323,Student_5323,72,93
5324,Student_5324,58,68
5325,Student_5325,88,77
5326,Student_5326,56,97
5327,Student_5327,87,53
5328,Student_5328,66,67
5329,Student_5329,72,56
5330,Student_5330,63,94
5331,Student_5331,98,91
5332,Student_5332,59,88
5333,Student_5333,88,78
5334,Student_5334,66,94
5335,Student_5335,63,84
5336,Student_5336,52,69
5337,Student_5337,79,65
5338,Student_5338,51,73
5339,Student_5339,85,59
5340,Student_5340,51,70
5341,Student_5341,61,67
5342,Student_5342,81,87
5343,Student_5343,83,90
5344,Student_5344,84,96
5345,Student_5345,53,75
5346,Student_5346,74,64
5347,Student_5347,99,50
5348,Student_5348,65,63
5349,Student_5349,94,58
5350,Student_5350,82,92
5351,Student_5351,61,64
5352,Student_5352,77,81
5353,Student_5353,95,75
5354,Student_5354,95,100
5355,Student_5355,56,92
5356,Student_5356,52,74
5357,Student_5357,77,54
5358,Student_5358,64,99
5359,Student_5359,50,62
5360,Student_5360,78,58
5361,Student_5361,83,91
5362,Student_5362,51,79
5363,Student_5363,55,59
5364,Student_5364,63,78
5365,Student_5365,58,68
5366,Student_5366,94,51
5367,Student_5367,90,76
5368,Student_5368,99,51
5369,Student_5369,66,60
5370,Student_5370,74,74
5371,Student_5371,78,53
5372,Student_5372,100,91
5373,Student_5373,97,65
5374,Student_5374,60,91
5375,Student_5375,61,87
5376,Student_5376,96,50
5377,Student_5377,77,75
5378,Student_5378,70,63
5379,Student_5379,63,66
5380,Student_5380,91,80
5381,Student_5381,79,98
5382,Student_5382,66,71
5383,Student_5383,63,71
5384,Student_5384,58,95
5385,Student_5385,50,71
5386,Student_5386,71,90
5387,Student_5387,54,80
5388,Student_5388,58,61
5389,Student_5389,86,50
5390,Student_5390,86,96
5391,Student_5391,65,65
5392,Student_5392,80,67
5393,Student_5393,52,68
5394,Student_5394,61,72
5395,Student_5395,75,86
5396,Student_5396,92,89
5397,Student_5397,95,67
5398,Student_5398,92,80
5399,Student_5399,50,58
5400,Student_5400,87,97
5401,Student_5401,97,79
5402,Student_5402,64,52
5403,Student_5403,67,95
5404,Student_5404,54,77
5405,Student_5405,54,86
5406,Student_5406,58,60
5407,Student_5407,88,67
5408,Student_5408,64,98
5409,Student_5409,83,97
5410,Student_5410,98,89
5411,Student_5411,90,53
5412,Student_5412,95,55
5413,Student_5413,55,55
5414,Student_5414,62,99
5415,Student_5415,66,67
5416,Student_5416,72,77
5417,Student_5417,97,96
5418,Student_5418,74,66
5419,Student_5419,58,55
5420,Student_5420,94,81
5421,Student_5421,99,82
5422,Student_5422,68,100
5423,Student_5423,80,55
5424,Student_5424,96,71
5425,Student_5425,98,80
5426,Student_5426,55,59
5427,Student_5427,73,81
5428,Student_5428,56,58
5429,Student_5429,79,55
5430,Student_5430,78,53
5431,Student_5431,96,50
5432,Student_5432,50,80
5433,Student_5433,64,76
5434,Student_5434,56,53
5435,Student_5435,90,71
5436,Student_5436,97,79
5437,Student_5437,88,68
5438,Student_5438,85,72
5439,Student_5439,96,78
5440,Student_5440,79,74
5441,Student_5441,87,66
5442,Student_5442,84,90
5443,Student_5443,80,91
5444,Student_5444,76,87
5445,Student_5445,64,73
5446,Student_5446,93,71
5447,Student_5447,59,93
5448,Student_5448,75,77
5449,Student_5449,56,77
5450,Student_5450,86,91
5451,Student_5451,95,83
5452,Student_5452,68,89
5453,Student_5453,83,64
5454,Student_5454,79,68
5455,Student_5455,91,52
5456,Student_5456,53,92
5457,Student_5457,57,80
5458,Student_5458,97,66
5459,Student_5459,68,90
5460,Student_5460,86,83
5461,Student_5461,95,52
5462,Student_5462,54,65
5463,Student_5463,52,51
5464,Student_5464,58,81
5465,Student_5465,77,56
5466,Student_5466,70,52
5467,Student_5467,57,66
5468,Student_5468,54,87
5469,Student_5469,76,93
5470,Student_5470,56,80
5471,Student_5471,74,54
5472,Student_5472,72,53
5473,Student_5473,74,83
5474,Student_5474,60,67
5475,Student_5475,77,85
5476,Student_5476,76,60
5477,Student_5477,98,82
5478,Student_5478,79,57
5479,Student_5479,73,60
5480,Student_5480,73,78
5481,Student_5481,66,51
5482,Student_5482,54,99
5483,Student_5483,79,68
5484,Student_5484,54,91
5485,Student_5485,58,62
5486,Student_5486,85,74
5487,Student_5487,94,93
5488,Student_5488,78,91
5489,Student_5489,82,54
5490,Student_5490,82,90
5491,Student_5491,80,59
5492,Student_5492,93,70
5493,Student_5493,54,95
5494,Student_5494,71,80
5495,Student_5495,58,84
5496,Student_5496,83,98
5497,Student_5497,53,67
5498,Student_5498,70,65
5499,Student_5499,91,78
5500,Student_5500,100,55
5501,Student_5501,86,76
5502,Student_5502,54,54
5503,Student_5503,79,64
5504,Student_5504,87,90
5505,Student_5505,82,58
5506,Student_5506,67,88
5507,Student_5507,85,100
5508,Student_5508,90,72
5509,Student_5509,52,50
5510,Student_5510,51,68
5511,Student_5511,65,81
5512,Student_5512,59,84
5513,Student_5513,60,75
5514,Student_5514,87,92
5515,Student_5515,94,69
5516,Student_5516,98,54
5517,Student_5517,86,55
5518,Student_5518,71,88
5519,Student_5519,68,50
5520,Student_5520,52,50
5521,Student_5521,72,84
5522,Student_5522,82,53
5523,Student_5523,80,87
5524,Student_5524,86,69
5525,Student_5525,97,85
5526,Student_5526,55,62
5527,Student_5527,72,63
5528,Student_5528,69,89
5529,Student_5529,77,61
5530,Student_5530,56,61
5531,Student_5531,100,71
5532,Student_5532,56,52
5533,Student_5533,85,99
5534,Student_5534,99,84
5535,Student_5535,91,81
5536,Student_5536,61,92
5537,Student_5537,78,54
5538,Student_5538,62,99
5539,Student_5539,53,67
5540,Student_5540,79,65
5541,Student_5541,93,60
5542,Student_5542,82,61
5543,Student_5543,97,92
5544,Student_5544,77,74
5545,Student_5545,52,96
5546,Student_5546,55,81
5547,Student_5547,75,84
5548,Student_5548,74,91
5549,Student_5549,93,91
5550,Student_5550,63,84
5551,Student_5551,85,89
5552,Student_5552,92,52
5553,Student_5553,84,84
5554,Student_5554,86,50
5555,Student_5555,79,90
5556,Student_5556,71,78
5557,Student_5557,68,85
5558,Student_5558,99,83
5559,Student_5559,88,76
5560,Student_5560,88,83
5561,Student_5561,61,76
5562,Student_5562,68,100
5563,Student_5563,95,72
5564,Student_5564,94,70
5565,Student_5565,75,81
5566,Student_5566,98,51
5567,Student_5567,63,81
5568,Student_5568,76,82
5569,Student_5569,68,92
5570,Student_5570,82,65
5571,Student_5571,89,52
5572,Student_5572,71,84
5573,Student_5573,61,80
5574,Student_5574,73,53
5575,Student_5575,82,51
5576,Student_5576,68,96
5577,Student_5577,91,64
5578,Student_5578,56,69
5579,Student_5579,99,62
5580,Student_5580,52,94
5581,Student_5581,89,100
5582,Student_5582,89,83
5583,Student_5583,51,88
5584,Student_5584,90,73
5585,Student_5585,83,70
5586,Student_5586,93,68
5587,Student_5587,93,54
5588,Student_5588,54,75
5589,Student_5589,74,79
5590,Student_5590,82,89
5591,Student_5591,56,66
5592,Student_5592,87,59
5593,Student_5593,56,58
5594,Student_5594,90,70
5595,Student_5595,80,77
5596,Student_5596,94,69
5597,Student_5597,76,76
5598,Student_5598,81,52
5599,Student_5599,62,86
5600,Student_5600,97,89
5601,Student_5601,98,54
5602,Student_5602,96,88
5603,Student_5603,92,88
5604,Student_5604,100,79
5605,Student_5605,91,73
5606,Student_5606,53,66
5607,Student_5607,95,92
5608,Student_5608,94,100
5609,Student_5609,91,83
5610,Student_5610,54,78
5611,Student_5611,62,50
5612,Student_5612,58,86
5613,Student_5613,67,67
5614,Student_5614,89,83
5615,Student_5615,95,97
5616,Student_5616,75,83
5617,Student_5617,64,54
5618,Student_5618,82,64
5619,Student_5619,84,60
5620,Student_5620,95,81
5621,Student_5621,99,85
5622,Student_5622,80,60
5623,Student_5623,62,95
5624,Student_5624,75,59
5625,Student_5625,94,62
5626,Student_5626,63,84
5627,Student_5627,67,53
5628,Student_5628,61,74
5629,Student_5629,64,61
5630,Student_5630,92,78
5631,Student_5631,94,100
5632,Student_5632,81,87
5633,Student_5633,66,53
5634,Student_5634,77,56
5635,Student_5635,66,94
5636,Student_5636,88,90
5637,Student_5637,54,96
5638,Student_5638,66,59
5639,Student_5639,60,77
5640,Student_5640,71,59
5641,Student_5641,50,50
5642,Student_5642,69,50
5643,Student_5643,54,99
5644,Student_5644,55,84
5645,Student_5645,89,79
5646,Student_5646,92,79
5647,Student_5647,97,59
5648,Student_5648,71,66
5649,Student_5649,84,86
5650,Student_5650,75,52
5651,Student_5651,72,84
5652,Student_5652,54,97
5653,Student_5653,98,61
5654,Student_5654,71,95
5655,Student_5655,63,72
5656,Student_5656,60,66
5657,Student_5657,67,79
5658,Student_5658,54,67
5659,Student_5659,76,94
5660,Student_5660,95,70
5661,Student_5661,50,70
5662,Student_5662,89,78
5663,Student_5663,55,59
5664,Student_5664,53,52
5665,Student_5665,86,58
5666,Student_5666,78,89
5667,Student_5667,50,100
5668,Student_5668,83,59
5669,Student_5669,62,53
5670,Student_5670,65,53
5671,Student_5671,86,80
5672,Student_5672,71,91
5673,Student_5673,54,81
5674,Student_5674,73,71
5675,Student_5675,86,80
5676,Student_5676,54,55
5677,Student_5677,68,81
5678,Student_5678,59,83
5679,Student_5679,84,66
5680,Student_5680,63,63
5681,Student_5681,86,78
5682,Student_5682,96,78
5683,Student_5683,67,83
5684,Student_5684,87,70
5685,Student_5685,59,58
5686,Student_5686,68,73
5687,Student_5687,59,98
5688,Student_5688,65,51
5689,Student_5689,50,55
5690,Student_5690,99,88
5691,Student_5691,66,51
5692,Student_5692,62,82
5693,Student_5693,88,71
5694,Student_5694,64,55
5695,Student_5695,87,58
5696,Student_5696,95,88
5697,Student_5697,60,89
5698,Student_5698,82,90
5699,Student_5699,83,96
5700,Student_5700,84,51
5701,Student_5701,63,95
5702,Student_5702,67,68
5703,Student_5703,64,96
5704,Student_5704,60,91
5705,Student_5705,90,86
5706,Student_5706,90,67
5707,Student_5707,66,68
5708,Student_5708,78,51
5709,Student_5709,56,50
5710,Student_5710,79,53
5711,Student_5711,50,87
5712,Student_5712,87,93
5713,Student_5713,55,72
5714,Student_5714,84,90
5715,Student_5715,94,58
5716,Student_5716,85,52
5717,Student_5717,57,64
5718,Student_5718,83,95
5719,Student_5719,93,57
5720,Student_5720,60,95
5721,Student_5721,53,67
5722,Student_5722,88,53
5723,Student_5723,70,96
5724,Student_5724,92,65
5725,Student_5725,96,51
5726,Student_5726,95,100
5727,Student_5727,66,52
5728,Student_5728,79,78
5729,Student_5729,74,80
5730,Student_5730,85,51
5731,Student_5731,51,59
5732,Student_5732,52,98
5733,Student_5733,67,64
5734,Student_5734,68,92
5735,Student_5735,92,74
5736,Student_5736,77,98
5737,Student_5737,94,72
5738,Student_5738,91,88
